10.700001,2.9794445
10.700001,2.9683335
10.700001,2.9692936
10.700001,2.969908
10.700001,2.9703012
10.700001,2.9647455
10.700001,2.9669971
10.700001,2.9684381
10.700001,2.9693604
10.700001,2.9699507
10.700001,2.9703283
10.700001,2.9705703
10.700001,2.9650147
10.700001,2.9671695
10.700001,2.9685485
10.700001,2.9694312
10.700001,2.969996
10.700001,2.9703574
10.700001,2.9705887
10.700001,2.965033
10.700001,2.9671812
10.700001,2.9685562
10.700001,2.969436
10.700001,2.969999
10.700001,2.9703596
10.700001,2.97059
10.700001,2.9650345
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
10.700001,2.9650347
10.700001,2.9671822
10.700001,2.9685566
10.700001,2.9694364
10.700001,2.9699993
10.700001,2.9703598
10.700001,2.9705904
